id,name,link,coauthor_count,degrees
31267537100,Arman Hasani,https://www.scopus.com/authid/detail.uri?authorId=31267537100,40,2
57217309313,Michelle McMullen,https://www.scopus.com/authid/detail.uri?authorId=57217309313,75,2
56042274900,Brett Gordon Maxwell Hughes,https://www.scopus.com/authid/detail.uri?authorId=56042274900,1392,2
55926907000,Deme John Karikios,https://www.scopus.com/authid/detail.uri?authorId=55926907000,196,2
8696243400,Thomas John,https://www.scopus.com/authid/detail.uri?authorId=8696243400,1540,2
35746262100,Steven Kao,https://www.scopus.com/authid/detail.uri?authorId=35746262100,370,2
55403948700,Karen Briscoe,https://www.scopus.com/authid/detail.uri?authorId=55403948700,720,2
24344301200,C. S. Karapetis,https://www.scopus.com/authid/detail.uri?authorId=24344301200,1336,2
57193531280,Weisen Lam,https://www.scopus.com/authid/detail.uri?authorId=57193531280,42,2
57202537408,Ailsa Langford,https://www.scopus.com/authid/detail.uri?authorId=57202537408,68,2
55979635200,Solenn Brosseau,https://www.scopus.com/authid/detail.uri?authorId=55979635200,346,2
55134052300,Gérard Zalcman,https://www.scopus.com/authid/detail.uri?authorId=55134052300,1212,2
57191664533,Bella Hai V. Nguyen,https://www.scopus.com/authid/detail.uri?authorId=57191664533,82,2
36163602300,Svetlana Ulyanchenko,https://www.scopus.com/authid/detail.uri?authorId=36163602300,13,2
56228407800,Kathy Emma O'Neill,https://www.scopus.com/authid/detail.uri?authorId=56228407800,27,2
6602214786,Tanya L. Medley,https://www.scopus.com/authid/detail.uri?authorId=6602214786,86,2
23018751600,Alison M. Farley,https://www.scopus.com/authid/detail.uri?authorId=23018751600,153,2
54586208600,Harsh Jayesh Vaidya,https://www.scopus.com/authid/detail.uri?authorId=54586208600,51,2
7005095967,Natalie F. Blair,https://www.scopus.com/authid/detail.uri?authorId=7005095967,136,2
36929342600,C. Clare Blackburn,https://www.scopus.com/authid/detail.uri?authorId=36929342600,250,2
7202122104,Roslyn J. Francis,https://www.scopus.com/authid/detail.uri?authorId=7202122104,450,2
7202309737,Amanda Segal,https://www.scopus.com/authid/detail.uri?authorId=7202309737,170,2
57203073902,Arthur William Bill Musk,https://www.scopus.com/authid/detail.uri?authorId=57203073902,3684,2
6603610764,Berwin A. Turlach,https://www.scopus.com/authid/detail.uri?authorId=6603610764,159,2
27667848400,Melanie J. McCoy,https://www.scopus.com/authid/detail.uri?authorId=27667848400,37,2
56306019600,Jamie S. Linthorne,https://www.scopus.com/authid/detail.uri?authorId=56306019600,4,2
7402600597,Barbara Jane Chang,https://www.scopus.com/authid/detail.uri?authorId=7402600597,148,2
6508092610,Gavin R. Flematti,https://www.scopus.com/authid/detail.uri?authorId=6508092610,300,2
57206035102,Emilio L. Ghisalberti,https://www.scopus.com/authid/detail.uri?authorId=57206035102,202,2
16217292000,David C. Sutton,https://www.scopus.com/authid/detail.uri?authorId=16217292000,33,2
55217828000,Esdy N. Rozali,https://www.scopus.com/authid/detail.uri?authorId=55217828000,262,2
36164343900,Andrea Khong,https://www.scopus.com/authid/detail.uri?authorId=36164343900,80,2
42761291900,Julie A. Harken,https://www.scopus.com/authid/detail.uri?authorId=42761291900,14,2
