id,name,link,degrees
7202699318,Jesse D. Armitage,https://www.scopus.com/authid/detail.uri?authorId=7202699318,1
57216438127,Hannah V. Newnes,https://www.scopus.com/authid/detail.uri?authorId=57216438127,1
7006356547,Anthony Bosco,https://www.scopus.com/authid/detail.uri?authorId=7006356547,1
6603204567,Jason C. Waithman,https://www.scopus.com/authid/detail.uri?authorId=6603204567,1
57216432075,Katherine M. Audsley,https://www.scopus.com/authid/detail.uri?authorId=57216432075,1
57063878900,Andrew J. Currie,https://www.scopus.com/authid/detail.uri?authorId=57063878900,1
57197409273,Matthew D. Brown,https://www.scopus.com/authid/detail.uri?authorId=57197409273,1
36143053500,Kasia Kania,https://www.scopus.com/authid/detail.uri?authorId=36143053500,1
55757112000,Ben C. Wylie,https://www.scopus.com/authid/detail.uri?authorId=55757112000,1
35172567100,Amanda L. Cleaver,https://www.scopus.com/authid/detail.uri?authorId=35172567100,1
23976706500,Amy C. Prosser,https://www.scopus.com/authid/detail.uri?authorId=23976706500,1
6602617893,Ivonne van Bruggen,https://www.scopus.com/authid/detail.uri?authorId=6602617893,1
7202722149,Gordon James Freeman,https://www.scopus.com/authid/detail.uri?authorId=7202722149,1
6701702352,Robbert G. van der Most,https://www.scopus.com/authid/detail.uri?authorId=6701702352,1
8587262100,Connie Jackaman,https://www.scopus.com/authid/detail.uri?authorId=8587262100,1
6507890270,Christine S. Bundell,https://www.scopus.com/authid/detail.uri?authorId=6507890270,1
6701566673,Beverley F. Kinnear,https://www.scopus.com/authid/detail.uri?authorId=6701566673,1
57196908558,Pierre R. Filion,https://www.scopus.com/authid/detail.uri?authorId=57196908558,1
8133836900,Deborah van Hagen,https://www.scopus.com/authid/detail.uri?authorId=8133836900,1
7404328849,Delia Jane Nelson,https://www.scopus.com/authid/detail.uri?authorId=7404328849,1
57192189954,Jonas R.M. Van Audenaerde,https://www.scopus.com/authid/detail.uri?authorId=57192189954,1
56443727700,Jorrit de Waele,https://www.scopus.com/authid/detail.uri?authorId=56443727700,1
57523262600,Céline Merlin,https://www.scopus.com/authid/detail.uri?authorId=57523262600,1
56975439800,Patrick A.A. Pauwels,https://www.scopus.com/authid/detail.uri?authorId=56975439800,1
7003587804,J. van Meerbeeck,https://www.scopus.com/authid/detail.uri?authorId=7003587804,1
17342838000,Evelien L.J.M. Smits,https://www.scopus.com/authid/detail.uri?authorId=17342838000,1
15123000400,Ro Ting Lin,https://www.scopus.com/authid/detail.uri?authorId=15123000400,1
24734336300,Matthew John Soeberg,https://www.scopus.com/authid/detail.uri?authorId=24734336300,1
24449191400,Lungchang Chien,https://www.scopus.com/authid/detail.uri?authorId=24449191400,1
35425471300,Jukka S. Takala,https://www.scopus.com/authid/detail.uri?authorId=35425471300,1
7006380073,Richard A. Lemen,https://www.scopus.com/authid/detail.uri?authorId=7006380073,1
7005928308,Tim Robert Driscoll,https://www.scopus.com/authid/detail.uri?authorId=7005928308,1
55741242600,Ken Takahashi,https://www.scopus.com/authid/detail.uri?authorId=55741242600,1
57188968763,Antonius Steven,https://www.scopus.com/authid/detail.uri?authorId=57188968763,1
56382989000,Chidozie C. Anyaegbu,https://www.scopus.com/authid/detail.uri?authorId=56382989000,1
6602507768,Kathy Fuller,https://www.scopus.com/authid/detail.uri?authorId=6602507768,1
56347990300,Devina D. Lakhiani,https://www.scopus.com/authid/detail.uri?authorId=56347990300,1
56024139000,Theresa Connor,https://www.scopus.com/authid/detail.uri?authorId=56024139000,1
15760588600,Andrea Paun,https://www.scopus.com/authid/detail.uri?authorId=15760588600,1
57191343744,Kathryn Shaw,https://www.scopus.com/authid/detail.uri?authorId=57191343744,1
6602499479,Leanne M. Sammels,https://www.scopus.com/authid/detail.uri?authorId=6602499479,1
7003900475,Manfred W. Beilharz,https://www.scopus.com/authid/detail.uri?authorId=7003900475,1
7004266666,Aleksandra Jaksic,https://www.scopus.com/authid/detail.uri?authorId=7004266666,1
57201814264,Patricia Price,https://www.scopus.com/authid/detail.uri?authorId=57201814264,1
7402168913,Wendy S.C. Cheng,https://www.scopus.com/authid/detail.uri?authorId=7402168913,1
55412305200,Marian McInerney,https://www.scopus.com/authid/detail.uri?authorId=55412305200,1
7202594947,Martyn A.H. French,https://www.scopus.com/authid/detail.uri?authorId=7202594947,1
56272877300,Silvia C. Lee,https://www.scopus.com/authid/detail.uri?authorId=56272877300,1
7003719080,James Patrick Flexman,https://www.scopus.com/authid/detail.uri?authorId=7003719080,1
7401816826,Sutapa Mukherjee,https://www.scopus.com/authid/detail.uri?authorId=7401816826,1
57212330571,Bernadette M. Scott,https://www.scopus.com/authid/detail.uri?authorId=57212330571,1
6603589533,Philip A. Stumbles,https://www.scopus.com/authid/detail.uri?authorId=6603589533,1
7006029679,Amanda L. Marzo,https://www.scopus.com/authid/detail.uri?authorId=7006029679,1
57212272233,John E. Gustafson,https://www.scopus.com/authid/detail.uri?authorId=57212272233,1
57225281852,Pierre V. Candelaria,https://www.scopus.com/authid/detail.uri?authorId=57225281852,1
57210044391,Jodie P. Goodridge,https://www.scopus.com/authid/detail.uri?authorId=57210044391,1
57210042962,Tanya M. Lichocik,https://www.scopus.com/authid/detail.uri?authorId=57210042962,1
7004065867,Tracy M. McWilliams,https://www.scopus.com/authid/detail.uri?authorId=7004065867,1
7403078251,Christopher T.D. Price,https://www.scopus.com/authid/detail.uri?authorId=7403078251,1
7005950597,Frances G. O'Brien,https://www.scopus.com/authid/detail.uri?authorId=7005950597,1
7006179271,Warren B. Grubb,https://www.scopus.com/authid/detail.uri?authorId=7006179271,1
57213027316,Kathy Zhu,https://www.scopus.com/authid/detail.uri?authorId=57213027316,1
7004400303,John P. Beilby,https://www.scopus.com/authid/detail.uri?authorId=7004400303,1
7003410036,Ian M. Dick,https://www.scopus.com/authid/detail.uri?authorId=7003410036,1
7006200551,Amanda Devine,https://www.scopus.com/authid/detail.uri?authorId=7006200551,1
36178707400,M. Soós,https://www.scopus.com/authid/detail.uri?authorId=36178707400,1
7201351183,Richard L. Prince,https://www.scopus.com/authid/detail.uri?authorId=7201351183,1
57196587792,Emily J. Payne,https://www.scopus.com/authid/detail.uri?authorId=57196587792,1
6701492654,Evan INGLEY,https://www.scopus.com/authid/detail.uri?authorId=6701492654,1
35428868100,Scott G. Wilson,https://www.scopus.com/authid/detail.uri?authorId=35428868100,1
7101620245,Charles S. Bond,https://www.scopus.com/authid/detail.uri?authorId=7101620245,1
15027205800,Benjamin H. Mullin,https://www.scopus.com/authid/detail.uri?authorId=15027205800,1
35446440500,Fakir M. Amirul Islam,https://www.scopus.com/authid/detail.uri?authorId=35446440500,1
7402132317,Deborah J. Hart,https://www.scopus.com/authid/detail.uri?authorId=7402132317,1
35351391300,Tim Spector,https://www.scopus.com/authid/detail.uri?authorId=35351391300,1
6602743665,Frank Dudbridge,https://www.scopus.com/authid/detail.uri?authorId=6602743665,1
7202603793,Graeme R.R. Tucker,https://www.scopus.com/authid/detail.uri?authorId=7202603793,1
7007031038,Andrew Viggo Metcalfe,https://www.scopus.com/authid/detail.uri?authorId=7007031038,1
7101785826,Charles E.M. Pearce,https://www.scopus.com/authid/detail.uri?authorId=7101785826,1
35918054900,Allan G. Need,https://www.scopus.com/authid/detail.uri?authorId=35918054900,1
7102699009,Borje E.Christopher Nordin,https://www.scopus.com/authid/detail.uri?authorId=7102699009,1
57527208200,Nicole Austin,https://www.scopus.com/authid/detail.uri?authorId=57527208200,1
7202146802,David G. Bruce,https://www.scopus.com/authid/detail.uri?authorId=7202146802,1
25652258600,Kun Zhu,https://www.scopus.com/authid/detail.uri?authorId=25652258600,1
55431137900,Jonathan M. Hodgson,https://www.scopus.com/authid/detail.uri?authorId=55431137900,1
24315834100,Valerie Burke,https://www.scopus.com/authid/detail.uri?authorId=24315834100,1
7402400595,Deborah A. Kerr,https://www.scopus.com/authid/detail.uri?authorId=7402400595,1
56128105600,Shona M. Papalia,https://www.scopus.com/authid/detail.uri?authorId=56128105600,1
7202436291,Alan Ridley Morton,https://www.scopus.com/authid/detail.uri?authorId=7202436291,1
7004476215,Satvinder Singh Dhaliwal,https://www.scopus.com/authid/detail.uri?authorId=7004476215,1
7007162539,Thor Ueland,https://www.scopus.com/authid/detail.uri?authorId=7007162539,1
7005151571,Jens Bollerslev,https://www.scopus.com/authid/detail.uri?authorId=7005151571,1
9041119100,M. Calautti,https://www.scopus.com/authid/detail.uri?authorId=9041119100,1
45461285700,Rakhshanda Naheed,https://www.scopus.com/authid/detail.uri?authorId=45461285700,1
7202347641,Lyle J. Palmer,https://www.scopus.com/authid/detail.uri?authorId=7202347641,1
8610161000,L. Ramesh Babu,https://www.scopus.com/authid/detail.uri?authorId=8610161000,1
57219304147,Jie Liu,https://www.scopus.com/authid/detail.uri?authorId=57219304147,1
7501881828,Juan Chen,https://www.scopus.com/authid/detail.uri?authorId=7501881828,1
55888466400,Min Xu,https://www.scopus.com/authid/detail.uri?authorId=55888466400,1
7402617220,Robert Day,https://www.scopus.com/authid/detail.uri?authorId=7402617220,1
9745774800,Drew Randall,https://www.scopus.com/authid/detail.uri?authorId=9745774800,1
57835778400,S. Li,https://www.scopus.com/authid/detail.uri?authorId=57835778400,1
6507811875,Andreas G. Marangou,https://www.scopus.com/authid/detail.uri?authorId=6507811875,1
7004558817,Simon M. Laws,https://www.scopus.com/authid/detail.uri?authorId=7004558817,1
35402269600,Ralph Nigel Martins,https://www.scopus.com/authid/detail.uri?authorId=35402269600,1
7003500877,Paul Glendenning,https://www.scopus.com/authid/detail.uri?authorId=7003500877,1
7005034685,T. Ratajczak,https://www.scopus.com/authid/detail.uri?authorId=7005034685,1
7006577603,Christine R. Draper,https://www.scopus.com/authid/detail.uri?authorId=7006577603,1
35994309200,R. Arthur Criddle,https://www.scopus.com/authid/detail.uri?authorId=35994309200,1
